Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
9,SQL Injection,Email,Misconfiguration,Mobile,False,False,25,499240,192,False,True,True
11,Malware,Physical,Known,Server,False,False,2,712576,70,False,False,True
19,Phishing,Physical,Zero-day,Desktop,True,False,22,345722,132,True,True,False
13,Data Leak,Network,Misconfiguration,Mobile,False,False,37,932585,128,False,False,True
16,SQL Injection,Email,Misconfiguration,IoT,True,False,44,62323,22,False,True,False
4,Data Leak,Insider,Known,Desktop,False,False,15,375697,203,False,True,False
1,Malware,Web,Known,Mobile,False,True,6,640512,22,False,True,False
20,SQL Injection,Web,Misconfiguration,Desktop,True,False,33,265571,149,False,True,True
13,Phishing,Insider,Known,IoT,False,True,11,459719,118,False,True,True
1,Malware,Network,Misconfiguration,Mobile,False,True,12,984035,167,False,True,True
5,SQL Injection,Network,Known,Mobile,True,False,24,261015,190,True,True,True
5,Malware,Physical,Known,Mobile,True,True,3,826322,49,False,True,True
14,Phishing,Email,Zero-day,Server,False,True,30,763705,93,False,False,False
23,SQL Injection,Physical,Zero-day,Server,False,True,19,224357,160,False,True,False
14,Data Leak,Web,Known,Mobile,True,False,45,293510,25,True,False,False
8,Data Leak,Insider,Misconfiguration,Desktop,False,True,43,128417,236,False,False,False
4,Phishing,Email,Known,Desktop,True,True,7,333604,171,False,False,True
7,SQL Injection,Insider,Zero-day,Mobile,True,True,12,85011,101,True,False,False
20,Phishing,Email,Misconfiguration,IoT,False,False,29,721648,112,True,False,False
19,Phishing,Web,Known,IoT,True,False,8,208508,225,True,False,True
15,Malware,Web,Known,IoT,False,True,21,524957,30,False,False,True
22,Data Leak,Email,Known,Server,False,True,13,174414,20,False,True,True
4,Phishing,Network,Known,Server,True,False,27,619694,29,True,False,True
19,Malware,Email,Zero-day,Server,False,True,4,494196,87,False,False,False
9,Phishing,Web,Zero-day,Server,False,True,32,514747,43,False,False,False
21,Phishing,Insider,Zero-day,Desktop,False,False,24,714356,206,True,False,False
13,Phishing,Physical,Zero-day,Mobile,True,True,41,988443,80,False,True,False
14,Data Leak,Insider,Misconfiguration,Mobile,True,True,9,697091,125,False,False,True
23,SQL Injection,Web,Misconfiguration,Mobile,False,True,10,418124,111,False,False,False
14,Data Leak,Insider,Misconfiguration,Desktop,False,False,11,798784,229,False,False,True
22,Malware,Network,Known,IoT,True,False,33,311445,134,False,True,True
10,SQL Injection,Network,Misconfiguration,IoT,True,False,7,225943,155,True,True,True
16,Malware,Email,Zero-day,Server,False,False,11,549204,226,False,False,True
5,Phishing,Insider,Zero-day,Server,False,True,45,751041,85,True,False,True
23,SQL Injection,Insider,Known,Desktop,False,False,28,261331,71,True,False,True
6,Malware,Web,Misconfiguration,Desktop,True,False,38,519368,223,True,True,True
2,Phishing,Email,Known,IoT,True,False,30,267599,193,False,True,True
13,Malware,Email,Known,Mobile,True,True,8,716175,227,False,False,True
13,Malware,Insider,Misconfiguration,Mobile,False,True,27,432094,42,True,False,True
19,Data Leak,Physical,Known,Desktop,True,False,22,233501,108,False,True,True
18,Phishing,Insider,Misconfiguration,Desktop,False,True,42,693890,165,True,True,False
19,Data Leak,Insider,Misconfiguration,Desktop,True,False,32,281910,139,True,True,False
1,SQL Injection,Insider,Known,Server,True,True,14,489322,99,False,False,False
8,Phishing,Network,Zero-day,Mobile,False,False,26,474692,127,False,False,False
22,Data Leak,Email,Misconfiguration,Desktop,True,True,44,902434,15,False,False,False
16,Data Leak,Network,Zero-day,Desktop,False,False,11,665039,223,False,False,False
2,SQL Injection,Physical,Zero-day,Server,True,True,7,637278,110,True,False,True
8,Malware,Web,Misconfiguration,Desktop,True,True,45,323423,102,False,False,False
6,Malware,Physical,Zero-day,Mobile,True,False,30,800761,213,False,False,False
16,Malware,Email,Known,Server,False,False,2,982655,177,False,True,True
23,SQL Injection,Web,Known,Desktop,True,True,35,696100,50,True,True,True
11,Data Leak,Physical,Zero-day,Mobile,True,True,26,345038,28,True,True,False
17,Phishing,Email,Known,Mobile,False,False,25,290404,198,True,False,True
23,SQL Injection,Physical,Misconfiguration,Server,True,False,1,458589,76,False,True,False
19,Malware,Web,Misconfiguration,Mobile,True,True,29,688032,154,True,True,True
11,Malware,Web,Zero-day,Server,False,True,24,42646,117,True,False,True
8,Phishing,Physical,Known,Mobile,True,False,38,871343,101,False,False,True
22,SQL Injection,Network,Zero-day,Desktop,True,False,1,777412,156,False,True,False
4,Malware,Physical,Known,Server,False,True,25,298839,204,True,False,False
11,SQL Injection,Physical,Misconfiguration,Mobile,True,True,34,674188,132,False,False,False
8,Data Leak,Physical,Known,Server,True,True,42,963596,231,True,False,False
9,SQL Injection,Network,Known,Mobile,False,False,44,909616,36,True,True,True
2,Data Leak,Insider,Zero-day,Server,True,True,5,207764,127,False,True,True
16,Phishing,Web,Misconfiguration,Desktop,True,False,41,786550,115,False,False,True
6,Data Leak,Email,Known,Server,True,True,12,293583,43,True,True,True
21,Data Leak,Web,Misconfiguration,Server,False,True,8,397235,214,True,True,False
21,Phishing,Web,Known,Desktop,False,False,42,221531,89,True,True,True
19,Malware,Insider,Misconfiguration,Mobile,False,False,14,283492,108,True,False,True
8,Phishing,Web,Known,IoT,False,False,20,182736,201,True,True,False
14,SQL Injection,Web,Misconfiguration,Desktop,True,True,47,369538,100,False,True,True
16,Phishing,Network,Known,Server,True,True,40,311574,29,False,True,True
12,SQL Injection,Network,Misconfiguration,Desktop,False,False,9,360982,163,True,True,False
5,Malware,Network,Known,Desktop,False,True,5,698343,125,True,False,True
19,SQL Injection,Network,Known,Server,False,False,1,527238,103,False,False,True
18,Phishing,Network,Misconfiguration,Server,True,True,11,154804,91,True,False,True
9,Phishing,Email,Zero-day,IoT,True,True,4,707830,85,False,True,True
2,Malware,Insider,Known,Desktop,True,False,38,703645,127,False,True,True
20,Phishing,Physical,Known,Server,True,False,17,920236,224,False,True,False
12,Malware,Network,Zero-day,Mobile,False,False,4,711441,154,False,True,True
2,Malware,Insider,Known,Mobile,True,True,32,951902,75,True,True,True
10,Phishing,Physical,Misconfiguration,Mobile,True,True,5,519717,61,False,True,False
1,Data Leak,Web,Zero-day,Mobile,False,True,22,175360,40,True,False,True
4,SQL Injection,Web,Known,Desktop,False,True,14,561139,83,True,False,True
12,Data Leak,Insider,Misconfiguration,Desktop,True,False,21,269272,214,False,True,False
9,Malware,Email,Misconfiguration,IoT,True,False,18,864496,178,False,False,True
4,SQL Injection,Email,Zero-day,Desktop,True,True,3,81508,197,True,True,False
9,Data Leak,Insider,Zero-day,Server,False,False,11,65345,83,True,True,True
6,Phishing,Email,Zero-day,IoT,False,True,47,433420,100,True,True,False
1,Data Leak,Email,Misconfiguration,Desktop,False,False,39,466032,229,False,False,True
10,SQL Injection,Web,Known,Desktop,False,False,36,177324,86,True,True,False
14,SQL Injection,Email,Misconfiguration,Server,False,True,27,289438,161,True,True,False
22,SQL Injection,Email,Misconfiguration,Server,True,True,38,482069,176,False,False,False
18,SQL Injection,Insider,Zero-day,Server,True,False,25,124334,212,True,True,True
6,Data Leak,Email,Known,Mobile,True,True,42,992144,205,False,False,True
18,Phishing,Network,Misconfiguration,Desktop,True,False,39,88134,140,True,False,True
20,Phishing,Network,Zero-day,Desktop,True,True,35,856275,192,True,False,False
16,SQL Injection,Insider,Zero-day,Desktop,True,False,15,982604,31,True,True,False
15,Phishing,Network,Known,IoT,True,True,21,807918,135,True,False,True
16,Data Leak,Web,Known,IoT,False,False,3,662892,95,True,True,True
8,Phishing,Insider,Zero-day,IoT,True,True,24,961435,93,True,False,True
13,Malware,Email,Known,IoT,False,False,44,155748,53,True,False,False
23,Phishing,Network,Known,IoT,True,False,5,622776,115,True,True,True
11,SQL Injection,Web,Misconfiguration,Server,True,True,37,131762,173,False,True,False
7,Phishing,Insider,Known,IoT,False,False,33,702092,164,True,False,False
17,Phishing,Insider,Zero-day,Desktop,False,True,24,932643,72,False,True,False
18,Phishing,Email,Known,Mobile,True,True,6,776459,39,False,False,False
22,Phishing,Physical,Misconfiguration,Desktop,True,False,47,600002,33,True,True,True
23,Malware,Network,Known,Desktop,True,True,45,378344,68,True,True,False
19,Data Leak,Web,Misconfiguration,Server,True,True,7,666081,213,False,True,True
13,SQL Injection,Insider,Known,Mobile,True,True,19,770664,16,False,False,False
15,SQL Injection,Network,Known,Desktop,False,True,21,509621,93,True,True,True
23,Phishing,Web,Zero-day,Server,False,True,6,425436,36,True,True,True
22,Data Leak,Web,Zero-day,Mobile,False,False,40,744867,180,False,False,False
22,Phishing,Insider,Known,Mobile,True,True,3,357827,131,False,False,True
1,Malware,Network,Known,Server,True,True,14,667408,21,False,True,False
16,Data Leak,Web,Misconfiguration,IoT,False,False,20,938408,119,False,False,True
5,Data Leak,Insider,Misconfiguration,Server,False,True,14,321391,101,False,True,False
3,Data Leak,Network,Zero-day,Server,True,True,2,141268,80,True,False,False
23,Data Leak,Network,Known,IoT,True,False,25,918544,130,False,False,False
10,Phishing,Insider,Known,Server,True,False,4,58262,47,False,True,True
19,Malware,Network,Misconfiguration,Server,True,False,41,589154,96,False,False,False
5,Data Leak,Physical,Known,Server,True,True,33,580434,135,False,False,True
7,SQL Injection,Web,Known,Desktop,False,True,2,70465,122,False,True,True
14,SQL Injection,Web,Known,Server,False,False,23,613259,149,False,True,False
3,Malware,Network,Misconfiguration,Server,True,False,44,654404,73,False,True,True
13,SQL Injection,Insider,Misconfiguration,Mobile,True,False,21,331855,230,True,False,True
13,Phishing,Email,Misconfiguration,Mobile,True,True,15,48468,25,False,True,False
10,Phishing,Network,Known,Mobile,True,False,24,39128,154,False,False,False
2,Malware,Email,Misconfiguration,Server,True,True,20,430315,160,False,True,False
6,Data Leak,Network,Zero-day,IoT,True,False,38,458897,143,True,False,True
8,SQL Injection,Email,Zero-day,Server,True,True,25,966881,203,True,True,True
4,SQL Injection,Network,Misconfiguration,Desktop,True,False,22,436165,135,True,True,False
12,Malware,Insider,Misconfiguration,Desktop,False,False,47,498454,15,False,True,False
15,Malware,Email,Known,Desktop,True,False,4,358267,41,True,True,True
8,SQL Injection,Physical,Misconfiguration,Desktop,False,False,16,283653,87,True,True,False
7,Data Leak,Insider,Misconfiguration,Server,False,True,43,550969,207,False,True,False
14,Malware,Network,Zero-day,Mobile,True,False,7,957701,234,False,True,True
23,Phishing,Email,Zero-day,Server,True,False,24,645973,90,False,False,False
19,SQL Injection,Web,Zero-day,Server,False,False,34,574794,78,True,True,True
14,Malware,Insider,Zero-day,Server,True,True,39,835816,63,True,False,False
22,Malware,Email,Misconfiguration,Server,True,False,29,960801,222,True,True,False
13,Malware,Insider,Zero-day,IoT,True,False,44,920362,127,False,False,True
21,SQL Injection,Email,Known,Mobile,False,False,26,845310,213,False,False,False
1,Phishing,Web,Known,Mobile,True,True,14,143330,177,False,True,False
19,Phishing,Physical,Misconfiguration,Desktop,False,True,47,374676,199,False,False,False
1,SQL Injection,Web,Known,Server,True,True,20,753871,183,False,True,True
4,Malware,Network,Zero-day,Desktop,True,True,7,784765,165,True,True,False
10,SQL Injection,Insider,Zero-day,Mobile,False,True,18,539928,49,False,True,False
3,SQL Injection,Physical,Known,Mobile,False,True,43,908638,94,True,False,False
20,Malware,Insider,Misconfiguration,Desktop,False,False,10,247012,62,True,False,False
9,SQL Injection,Email,Zero-day,Mobile,True,True,46,191383,184,False,False,False
3,Data Leak,Network,Zero-day,Mobile,True,False,30,489239,214,False,True,True
6,Phishing,Network,Known,IoT,False,False,3,712723,94,True,False,True
6,Data Leak,Insider,Misconfiguration,Server,False,False,44,274970,20,True,True,False
23,Data Leak,Network,Misconfiguration,Server,True,True,1,991397,114,True,False,False
12,Data Leak,Insider,Known,Mobile,True,True,30,28375,134,False,True,False
23,SQL Injection,Email,Zero-day,Mobile,True,False,45,418486,109,True,True,True
1,Malware,Email,Known,IoT,True,False,2,800612,125,False,False,False
16,SQL Injection,Insider,Known,Desktop,True,False,15,777744,106,False,True,True
5,Phishing,Web,Known,IoT,False,True,11,680375,49,False,False,False
9,SQL Injection,Web,Zero-day,IoT,True,False,32,505474,31,True,False,True
10,SQL Injection,Email,Zero-day,Desktop,True,False,6,800199,189,True,True,True
13,SQL Injection,Physical,Known,Mobile,True,False,6,577097,44,True,False,True
15,SQL Injection,Web,Misconfiguration,Server,False,True,28,850976,23,True,True,True
12,Data Leak,Insider,Known,IoT,False,True,25,323729,37,True,False,False
5,Malware,Email,Zero-day,IoT,True,True,23,153331,59,True,True,False
5,Phishing,Network,Misconfiguration,Server,True,True,12,92601,79,False,False,False
18,Phishing,Network,Misconfiguration,IoT,False,True,10,415267,154,True,False,False
12,Phishing,Web,Zero-day,Desktop,True,False,17,245287,95,True,False,True
3,SQL Injection,Physical,Zero-day,Server,False,False,2,599787,188,False,False,False
7,Phishing,Web,Known,Server,False,False,45,645577,175,True,False,True
17,Data Leak,Physical,Zero-day,Desktop,False,True,17,127374,142,True,False,True
19,Malware,Web,Misconfiguration,Desktop,True,False,9,123258,36,True,False,False
18,SQL Injection,Network,Known,Server,False,True,47,781138,24,True,False,True
1,SQL Injection,Physical,Known,Desktop,True,True,7,983717,104,False,True,False
5,Data Leak,Network,Misconfiguration,IoT,False,False,13,417684,156,True,False,False
2,Phishing,Insider,Zero-day,Mobile,False,False,10,981028,231,False,False,True
1,SQL Injection,Insider,Known,IoT,False,False,22,650630,153,False,False,True
7,SQL Injection,Email,Misconfiguration,Desktop,False,True,28,254104,161,False,False,True
11,Data Leak,Network,Misconfiguration,IoT,False,False,42,388742,65,True,True,False
11,Data Leak,Network,Misconfiguration,Mobile,True,False,14,921105,42,False,False,False
18,Phishing,Email,Zero-day,Mobile,False,False,19,819095,41,True,True,True
17,Malware,Insider,Zero-day,Mobile,False,True,1,806907,153,True,True,False
2,Malware,Insider,Zero-day,Desktop,True,True,27,338007,164,True,True,True
7,Phishing,Physical,Zero-day,Desktop,True,False,4,968379,167,True,True,True
7,Malware,Physical,Misconfiguration,Desktop,False,True,24,224839,236,False,True,True
10,Data Leak,Insider,Known,Mobile,True,False,14,504315,33,True,True,True
22,Data Leak,Web,Misconfiguration,Desktop,False,True,37,919543,206,False,True,True
21,Data Leak,Network,Known,Server,False,False,23,314850,181,True,False,True
3,Malware,Physical,Known,IoT,False,True,5,618528,21,True,False,True
12,Malware,Web,Known,IoT,True,True,20,4346,148,False,False,False
3,SQL Injection,Physical,Zero-day,Server,False,False,22,24262,151,False,True,False
11,SQL Injection,Email,Misconfiguration,Desktop,True,True,46,274420,132,False,False,False
12,SQL Injection,Network,Known,IoT,False,False,40,860894,160,True,False,False
4,Malware,Physical,Misconfiguration,Mobile,False,False,44,889339,173,False,False,True
16,SQL Injection,Insider,Zero-day,IoT,True,False,35,478546,212,True,True,False
20,Data Leak,Email,Known,IoT,False,True,36,217395,76,True,False,True
18,Malware,Email,Zero-day,IoT,False,True,5,217496,75,True,False,True
4,Phishing,Insider,Zero-day,Desktop,True,False,33,395478,188,True,True,True
22,Malware,Email,Misconfiguration,Server,True,False,24,711041,100,False,False,False
6,SQL Injection,Network,Known,IoT,False,True,34,208394,23,False,True,True
21,Malware,Physical,Zero-day,Mobile,False,False,37,63632,237,True,True,False
15,SQL Injection,Email,Misconfiguration,IoT,True,False,25,205169,36,False,True,False
1,SQL Injection,Network,Known,Desktop,False,False,37,742707,67,False,False,False
